Original Text,Language,Translated Text
"Good morning everyone, hope you all had a great weekend.",en,"Good morning everyone, hope you all had a great weekend."
Morning too,en,Morning too
Morning too,en,Morning too
"Good morning everyone, hope you all doing well. Today we will focus on *Characteristics of a good employee* *Top skills and characteristics of a good employee* 1.)Knowing the why, as well as the what.-Good employees know the reason why their job exists, above just knowing how to do their job. 2.)Professionalism- Being polite, well-spoken, calm, and presentable is all part of being professional at work .3.)Innovative ideas.- Employees who bring innovative ideas and suggestions forward that will impact positively are an asset to a company. 4.)Problem-solving abilities- Employees who work on something until it’s solved, or complete. 5)Ambitious.-When employees have a clear, personal career plan or goal in mind, they’re not under the assumption that their employer will drive their career for them. 6.)Dependability, reliability, and responsibility- Employees who take responsibility for their actions, are dependable, arrive on time, do what they say. 7.)Conflict resolution.-Good employees address and resolve conflict maturely, rather than trying to avoid it, by maintaining respect for those involved. 8.)Positive attitude-Employees who bring a positive attitude to work have a positive impact on those around them and improve the energy in the team. 9)Emotional intelligence.-Emotional intelligence (EQ) is about being mindful of one’s own state of emotions, as well as those in the team. 10.)Teamwork.-The ability to work with other people in a team, by fostering relationships in a professional manner. 11.)Willingness to learn.-good employees who are open minded to new ideas, and they share their thoughts and personal insights with the team. 12.)Creativity.-Not all people are born creative, but creativity is a skill that can be learned through experimentation, imagination, questions, collaboration, and information processing. 13.)Generosity.-Good employees coach and mentor those around them. They generously share their experiences and expertise.",en,"Good morning everyone, hope you all doing well. Today we will focus on *Characteristics of a good employee* *Top skills and characteristics of a good employee* 1.)Knowing the why, as well as the what.-Good employees know the reason why their job exists, above just knowing how to do their job. 2.)Professionalism- Being polite, well-spoken, calm, and presentable is all part of being professional at work .3.)Innovative ideas.- Employees who bring innovative ideas and suggestions forward that will impact positively are an asset to a company. 4.)Problem-solving abilities- Employees who work on something until it’s solved, or complete. 5)Ambitious.-When employees have a clear, personal career plan or goal in mind, they’re not under the assumption that their employer will drive their career for them. 6.)Dependability, reliability, and responsibility- Employees who take responsibility for their actions, are dependable, arrive on time, do what they say. 7.)Conflict resolution.-Good employees address and resolve conflict maturely, rather than trying to avoid it, by maintaining respect for those involved. 8.)Positive attitude-Employees who bring a positive attitude to work have a positive impact on those around them and improve the energy in the team. 9)Emotional intelligence.-Emotional intelligence (EQ) is about being mindful of one’s own state of emotions, as well as those in the team. 10.)Teamwork.-The ability to work with other people in a team, by fostering relationships in a professional manner. 11.)Willingness to learn.-good employees who are open minded to new ideas, and they share their thoughts and personal insights with the team. 12.)Creativity.-Not all people are born creative, but creativity is a skill that can be learned through experimentation, imagination, questions, collaboration, and information processing. 13.)Generosity.-Good employees coach and mentor those around them. They generously share their experiences and expertise."
Thanks,en,Thanks
"*Tangazo* Hamjambo Wanabiashara. Kama mSPARK tungependa kufikishia masomo yetu kwa vijana zaidi, na kwasababu hii tumetenga nafasi kidogo ya kusajili wanabiashara zaidi kwenye program, lakini *lazima* wawe *Kati ya umri wa miaka18-35.* Biashara tunazosajili ni *Duka* Tafadhali kama unamjua yeyote ambaye angependa, kufaidika na mSPARK mwelekeze kwa mwalimu aliye kusajili. Asanteni",sw,"* Announcement * Hijambo businessmen. As a Mspark we would like to reach our studies for more youth, and because this we have allocated a little chance to register more businesses in the program, but * should * be * between the ages18-35. * Business we register is * shop * please if you know anyone who would like , Benefit from the MSPark to go to the teacher who registered. Thank you"
Alice na wenye tunataka kuanzisha biashara tufanyeje,sw,Alice and we want to start a business what should we do
G'a,en,G'a
You deleted this message,en,You deleted this message
You deleted this message,en,You deleted this message
You deleted this message,en,You deleted this message
"Good morning everyone, hope you all doing great",en,"Good morning everyone, hope you all doing great"
"*Tangazo* Hamjambo Wanabiashara. Kama mSPARK tungependa kufikishia masomo yetu kwa vijana zaidi, na kwasababu hii tumetenga nafasi kidogo ya kusajili wanabiashara zaidi kwenye program, lakini *lazima* wawe *Kati ya umri wa miaka18-35.* Biashara tunazosajili ni *Duka* Tafadhali kama unamjua yeyote ambaye angependa, kufaidika na mSPARK mwelekeze kwa mwalimu aliye kusajili. Asanteni",sw,"* Announcement * Hijambo businessmen. As a Mspark we would like to reach our studies for more youth, and because this we have allocated a little chance to register more businesses in the program, but * should * be * between the ages18-35. * Business we register is * shop * please if you know anyone who would like , Benefit from the MSPark to go to the teacher who registered. Thank you"
"*Good morning business people, hope you are all doing well today.* Topic Of The Week: *STAFFING AND MANAGEMENT* Sub _ topic Of The Day: *Skills, traits & Characteristics Bad Employees* More of our focus today will be on studying & understanding the *Characteristics of bad employees*",en,"*Good morning business people, hope you are all doing well today.* Topic Of The Week: *STAFFING AND MANAGEMENT* Sub _ topic Of The Day: *Skills, traits & Characteristics Bad Employees* More of our focus today will be on studying & understanding the *Characteristics of bad employees*"
Morning alice,en,Morning alice
*Je! Ni sifa ama tabia gani za wafanyikazi wabaya*,sw,* What? What are the characteristics of the bad staff *
"Tabia bovu za wafanyi kazi - kukosa kuaminika kama,kuimba bidha unazo uza -kuongeza bidha bei ili pia yeye apate zake -kuongelesha customers vibaya -kufungua late na kufunga mapema mlivyo agana -kununa akipokea customers -kukosa kuelewa customers reaction -kukosha to convince customers hana sughuli na customers",sw,"Boys of workers - lack of trust as, the bidder you sell - add to the price that he might have - talk to the wrong customers - opening the latest and fasting you are Agana -Nununa receiving customers-missing Customers Reaction Reaction to Convince Customers does not deal with customers."
"Good Racheael, very good points",en,"Good Racheael, very good points"
"Good afternoon Alice,l have two people who would like to join will you invite them please?",en,"Good afternoon Alice,l have two people who would like to join will you invite them please?"
"Carolyne, send their numbers",en,"Carolyne, send their numbers"
Moha:0746905166,bn,Moha:0746905166
Jack:0715195383,en,Jack:0715195383
"Can close the business without informing u, others can Vacate without your knowledge with cash.",en,"Can close the business without informing u, others can Vacate without your knowledge with cash."
"Received, carolyne",en,"Received, carolyne"
Thanks for your contributions paul,en,Thanks for your contributions paul
"Good morning everyone , hope you all doing fine",en,"Good morning everyone , hope you all doing fine"
<Media omitted>,en,<Media omitted>
Tumekuwa tukijadili kuhusu staffing. Leo ningependa tuseme swali lolote tulilo nalo kuhusu hii topic. Ama swali lolote ambalo ungependa tujadili,sw,We have been discussing about staffing. Today I would like to say any question we have about this Topic. Either any question you would like to discuss
<Media omitted>,en,<Media omitted>
"*Good morning business people, hope you are all doing well today.* Topic Of The Week: *STAFFING AND MANAGEMENT* Sub _ topic Of The Day: *RECRUITMENT* More of our focus today will be on studying & understanding the *RECRUITMENT As One Of The Important Component Of Staffing*",en,"*Good morning business people, hope you are all doing well today.* Topic Of The Week: *STAFFING AND MANAGEMENT* Sub _ topic Of The Day: *RECRUITMENT* More of our focus today will be on studying & understanding the *RECRUITMENT As One Of The Important Component Of Staffing*"
"*What is recruitment in staffing?* *Recruitment refers* to the process of identifying, attracting, interviewing, selecting, hiring and onboarding employees. In other words, it involves everything from the identification of a staffing need to filling it",en,"*What is recruitment in staffing?* *Recruitment refers* to the process of identifying, attracting, interviewing, selecting, hiring and onboarding employees. In other words, it involves everything from the identification of a staffing need to filling it"
